18-04;04:24;06:04;13:19;17:12;20:32;22:06
19-04;04:21;06:02;13:19;17:13;20:34;22:08
20-04;04:19;05:59;13:19;17:13;20:36;22:10
21-04;04:16;05:57;13:18;17:14;20:38;22:12
22-04;04:13;05:54;13:18;17:15;20:40;22:15
23-04;04:11;05:52;13:18;17:16;20:42;22:17
24-04;04:08;05:50;13:18;17:17;20:44;22:19
25-04;04:05;05:47;13:18;17:18;20:46;22:21
26-04;04:03;05:45;13:18;17:19;20:48;22:24
27-04;04:00;05:43;13:17;17:20;20:50;22:26
28-04;03:58;05:40;13:17;17:21;20:52;22:28
29-04;03:55;05:38;13:17;17:22;20:54;22:30
30-04;03:53;05:36;13:17;17:22;20:56;22:32
01-05;03:50;05:33;13:17;17:23;20:58;22:35
02-05;03:48;05:31;13:17;17:24;21:00;22:37
03-05;03:45;05:29;13:17;17:25;21:02;22:39
04-05;03:43;05:27;13:17;17:26;21:04;22:41
05-05;03:40;05:25;13:16;17:27;21:06;22:44
06-05;03:38;05:23;13:16;17:27;21:08;22:46
07-05;03:35;05:21;13:16;17:28;21:10;22:48
08-05;03:33;05:19;13:16;17:29;21:12;22:50
09-05;03:31;05:17;13:16;17:30;21:14;22:52
10-05;03:28;05:15;13:16;17:31;21:16;22:55
11-05;03:26;05:13;13:16;17:32;21:18;22:57
12-05;03:24;05:11;13:16;17:32;21:20;22:59
13-05;03:22;05:09;13:16;17:33;21:22;23:01
14-05;03:20;05:07;13:16;17:34;21:24;23:03
15-05;03:17;05:05;13:16;17:35;21:26;23:05
16-05;03:15;05:03;13:16;17:35;21:27;23:08
17-05;03:13;05:02;13:16;17:36;21:29;23:10
18-05;03:11;05:00;13:16;17:37;21:31;23:12
19-05;03:09;04:58;13:16;17:37;21:33;23:14
20-05;03:07;04:57;13:17;17:38;21:35;23:16
21-05;03:05;04:55;13:17;17:39;21:36;23:18
22-05;03:03;04:53;13:17;17:40;21:38;23:20
23-05;03:01;04:52;13:17;17:40;21:40;23:22
24-05;03:00;04:50;13:17;17:41;21:42;23:24
25-05;02:58;04:49;13:17;17:42;21:43;23:26
26-05;02:56;04:48;13:17;17:42;21:45;23:27
27-05;02:55;04:46;13:17;17:43;21:46;23:29
28-05;02:53;04:45;13:17;17:43;21:48;23:31
29-05;02:51;04:44;13:18;17:44;21:49;23:33
30-05;02:50;04:43;13:18;17:45;21:51;23:34
31-05;02:49;04:42;13:18;17:45;21:52;23:36
01-06;02:47;04:41;13:18;17:46;21:54;23:38
02-06;02:46;04:40;13:18;17:46;21:55;23:39
03-06;02:45;04:39;13:18;17:47;21:56;23:41
04-06;02:44;04:38;13:18;17:47;21:57;23:42
05-06;02:42;04:37;13:19;17:48;21:59;23:44
06-06;02:41;04:36;13:19;17:48;22:00;23:45
07-06;02:40;04:35;13:19;17:49;22:01;23:46
08-06;02:40;04:35;13:19;17:49;22:02;23:47
09-06;02:39;04:34;13:19;17:50;22:03;23:48
10-06;02:38;04:34;13:20;17:50;22:04;23:50
11-06;02:37;04:33;13:20;17:51;22:05;23:51
12-06;02:37;04:33;13:20;17:51;22:05;23:51
13-06;02:36;04:32;13:20;17:51;22:06;23:52
14-06;02:36;04:32;13:20;17:52;22:07;23:53
15-06;02:36;04:32;13:21;17:52;22:08;23:54
16-06;02:35;04:32;13:21;17:52;22:08;23:54
17-06;02:35;04:32;13:21;17:53;22:09;23:55
18-06;02:35;04:32;13:21;17:53;22:09;23:55
19-06;02:35;04:32;13:21;17:53;22:09;23:56
20-06;02:35;04:32;13:22;17:53;22:10;23:56
21-06;02:35;04:32;13:22;17:54;22:10;23:56
22-06;02:36;04:32;13:22;17:54;22:10;23:57
23-06;02:36;04:33;13:22;17:54;22:10;23:57
24-06;02:36;04:33;13:22;17:54;22:10;23:57
25-06;02:37;04:33;13:23;17:54;22:10;23:57
26-06;02:37;04:34;13:23;17:54;22:10;23:56
27-06;02:38;04:34;13:23;17:54;22:10;23:56
28-06;02:39;04:35;13:23;17:55;22:10;23:56
29-06;02:40;04:36;13:23;17:55;22:09;23:55
30-06;02:40;04:36;13:24;17:55;22:09;23:55
01-07;02:41;04:37;13:24;17:55;22:09;23:54
02-07;02:42;04:38;13:24;17:55;22:08;23:54
03-07;02:44;04:39;13:24;17:54;22:08;23:53
04-07;02:45;04:40;13:24;17:54;22:07;23:52
05-07;02:46;04:41;13:24;17:54;22:06;23:51
06-07;02:47;04:42;13:25;17:54;22:05;23:51
07-07;02:49;04:43;13:25;17:54;22:05;23:50
08-07;02:50;04:44;13:25;17:54;22:04;23:48
09-07;02:51;04:45;13:25;17:54;22:03;23:47
10-07;02:53;04:47;13:25;17:53;22:02;23:46
11-07;02:55;04:48;13:25;17:53;22:01;23:45
12-07;02:56;04:49;13:25;17:53;22:00;23:44
13-07;02:58;04:51;13:25;17:52;21:59;23:42
14-07;03:00;04:52;13:26;17:52;21:57;23:41
15-07;03:01;04:53;13:26;17:52;21:56;23:39
16-07;03:03;04:55;13:26;17:51;21:55;23:38
17-07;03:05;04:56;13:26;17:51;21:53;23:36
18-07;03:07;04:58;13:26;17:50;21:52;23:35
19-07;03:09;04:59;13:26;17:50;21:51;23:33
20-07;03:11;05:01;13:26;17:50;21:49;23:31
21-07;03:13;05:03;13:26;17:49;21:48;23:29
22-07;03:15;05:04;13:26;17:48;21:46;23:27
23-07;03:17;05:06;13:26;17:48;21:44;23:26
24-07;03:19;05:08;13:26;17:47;21:43;23:24
25-07;03:21;05:09;13:26;17:47;21:41;23:22
26-07;03:23;05:11;13:26;17:46;21:39;23:20
27-07;03:25;05:13;13:26;17:45;21:38;23:18
28-07;03:27;05:15;13:26;17:45;21:36;23:16
29-07;03:29;05:17;13:26;17:44;21:34;23:13
30-07;03:31;05:18;13:26;17:43;21:32;23:11
31-07;03:34;05:20;13:26;17:42;21:30;23:09
01-08;03:36;05:22;13:26;17:41;21:28;23:07
02-08;03:38;05:24;13:26;17:41;21:26;23:05
03-08;03:40;05:26;13:26;17:40;21:24;23:02
04-08;03:42;05:28;13:26;17:39;21:22;23:00
05-08;03:45;05:30;13:26;17:38;21:20;22:58
06-08;03:47;05:32;13:26;17:37;21:18;22:55
07-08;03:49;05:34;13:26;17:36;21:16;22:53
08-08;03:51;05:35;13:25;17:35;21:14;22:51
09-08;03:53;05:37;13:25;17:34;21:11;22:48
10-08;03:56;05:39;13:25;17:33;21:09;22:46
11-08;03:58;05:41;13:25;17:32;21:07;22:43
12-08;04:00;05:43;13:25;17:31;21:05;22:41
13-08;04:02;05:45;13:25;17:30;21:03;22:38
14-08;04:05;05:47;13:25;17:28;21:00;22:36
15-08;04:07;05:49;13:24;17:27;20:58;22:33
16-08;04:09;05:51;13:24;17:26;20:56;22:31
17-08;04:11;05:53;13:24;17:25;20:53;22:28
18-08;04:13;05:55;13:24;17:23;20:51;22:26
19-08;04:16;05:57;13:24;17:22;20:49;22:23
20-08;04:18;05:59;13:23;17:21;20:46;22:21
21-08;04:20;06:01;13:23;17:20;20:44;22:18
22-08;04:22;06:03;13:23;17:18;20:41;22:15
23-08;04:24;06:05;13:23;17:17;20:39;22:13
24-08;04:26;06:07;13:22;17:15;20:36;22:10
25-08;04:29;06:09;13:22;17:14;20:34;22:08
26-08;04:31;06:11;13:22;17:13;20:32;22:05
27-08;04:33;06:13;13:22;17:11;20:29;22:02
28-08;04:35;06:15;13:21;17:10;20:27;22:00
29-08;04:37;06:16;13:21;17:08;20:24;21:58
30-08;04:39;06:18;13:21;17:07;20:22;21:54
31-08;04:41;06:20;13:21;17:05;20:19;21:52
01-09;04:43;06:22;13:20;17:03;20:16;21:49
02-09;04:46;06:24;13:20;17:02;20:14;21:46
03-09;04:48;06:26;13:20;17:00;20:11;21:44
04-09;04:50;06:28;13:19;16:59;20:09;21:41
05-09;04:52;06:30;13:19;16:57;20:06;21:38
06-09;04:54;06:32;13:19;16:55;20:04;21:36
07-09;04:56;06:34;13:18;16:54;20:01;21:33
08-09;04:58;06:36;13:18;16:52;19:58;21:30
09-09;05:00;06:38;13:18;16:50;19:56;21:28
10-09;05:02;06:40;13:17;16:48;19:53;21:25
11-09;05:04;06:42;13:17;16:47;19:50;21:22
12-09;05:06;06:43;13:17;16:45;19:48;21:20
13-09;05:08;06:45;13:16;16:43;19:45;21:17
14-09;05:10;06:47;13:16;16:41;19:43;21:14
15-09;05:12;06:49;13:15;16:40;19:40;21:12
16-09;05:14;06:51;13:15;16:38;19:37;21:09
17-09;05:15;06:53;13:15;16:36;19:35;21:06
18-09;05:17;06:55;13:14;16:34;19:32;21:04
19-09;05:19;06:57;13:14;16:32;19:29;21:01
20-09;05:21;06:59;13:14;16:30;19:27;20:58
21-09;05:23;07:01;13:13;16:28;19:24;20:56
22-09;05:25;07:03;13:13;16:27;19:21;20:53
23-09;05:27;07:05;13:13;16:25;19:19;20:50
24-09;05:29;07:06;13:12;16:23;19:16;20:48
25-09;05:31;07:08;13:12;16:21;19:13;20:45
26-09;05:33;07:10;13:11;16:19;19:11;20:43
27-09;05:34;07:12;13:11;16:17;19:08;20:40
28-09;05:36;07:14;13:11;16:15;19:05;20:37
29-09;05:38;07:16;13:10;16:13;19:03;20:35
30-09;05:40;07:18;13:10;16:11;19:00;20:32
01-10;05:42;07:20;13:10;16:09;18:58;20:30
02-10;05:44;07:22;13:09;16:07;18:55;20:27
03-10;05:45;07:24;13:09;16:05;18:52;20:25
04-10;05:47;07:26;13:09;16:03;18:50;20:22
05-10;05:49;07:28;13:08;16:01;18:47;20:20
06-10;05:51;07:30;13:08;15:59;18:44;20:17
07-10;05:53;07:32;13:08;15:57;18:42;20:15
08-10;05:55;07:34;13:07;15:55;18:39;20:12
09-10;05:56;07:36;13:07;15:53;18:37;20:10
10-10;05:58;07:38;13:07;15:51;18:34;20:08
11-10;06:00;07:39;13:06;15:50;18:32;20:07
12-10;06:02;07:41;13:06;15:48;18:29;20:03
13-10;06:04;07:43;13:06;15:46;18:27;20:01
14-10;06:05;07:45;13:06;15:44;18:24;19:58
15-10;06:07;07:47;13:05;15:42;18:22;19:56
16-10;06:09;07:49;13:05;15:40;18:19;20:04
17-10;06:11;07:52;13:05;15:38;18:17;19:51
18-10;06:13;07:54;13:05;15:36;18:14;19:49
19-10;06:14;07:56;13:05;15:34;18:12;19:47
20-10;06:16;07:58;13:04;15:32;18:09;19:45
21-10;06:18;08:00;13:04;15:30;18:07;19:43
22-10;06:20;08:02;13:04;15:29;18:05;19:41
23-10;06:22;08:04;13:04;15:27;18:02;19:39
24-10;06:23;08:06;13:04;15:25;18:00;19:37
25-10;06:25;08:08;13:04;15:23;17:58;19:35
26-10;06:27;08:10;13:04;15:21;17:55;19:32
27-10;05:29;07:12;12:03;14:20;16:53;18:30
28-10;05:31;07:14;12:03;14:18;16:51;18:28
29-10;05:32;07:16;12:03;14:16;16:49;18:26
30-10;05:34;07:18;12:03;14:15;16:46;18:25
31-10;05:36;07:21;12:03;14:13;16:44;18:23
01-11;05:38;07:23;12:03;14:11;16:42;18:21
02-11;05:40;07:25;12:03;14:10;16:40;18:19
03-11;05:41;07:27;12:03;14:08;16:38;18:17
04-11;05:43;07:29;12:03;14:06;16:36;18:16
05-11;05:45;07:31;12:03;14:05;16:34;18:14
06-11;05:47;07:33;12:03;14:03;16:32;18:12
07-11;05:48;07:35;12:03;14:02;16:30;18:10
08-11;05:50;07:37;12:04;14:00;16:28;18:09
09-11;05:52;07:40;12:04;13:59;16:26;18:07
10-11;05:54;07:42;12:04;13:58;16:24;18:06
11-11;05:55;07:44;12:04;13:56;16:22;18:04
12-11;05:57;07:46;12:04;13:55;16:20;18:03
13-11;05:59;07:48;12:04;13:54;16:19;18:01
14-11;06:01;07:50;12:04;13:52;16:17;18:00
15-11;06:02;07:52;12:05;13:51;16:15;17:59
16-11;06:04;07:54;12:05;13:50;16:14;17:57
17-11;06:06;07:56;12:05;13:49;16:12;17:56
18-11;06:07;07:58;12:05;13:48;16:11;17:55
19-11;06:09;08:00;12:05;13:47;16:09;17:54
20-11;06:11;08:02;12:06;13:45;16:08;17:53
21-11;06:12;08:04;12:06;13:45;16:06;17:52
22-11;06:14;08:06;12:06;13:44;16:05;17:50
23-11;06:16;08:08;12:07;13:43;16:03;17:49
24-11;06:17;08:10;12:07;13:42;16:02;17:49
25-11;06:19;08:12;12:07;13:41;16:01;17:48
26-11;06:20;08:13;12:08;13:40;16:00;17:47
27-11;06:22;08:15;12:08;13:39;15:59;17:46
28-11;06:23;08:17;12:08;13:39;15:58;17:45
29-11;06:25;08:19;12:09;13:38;15:57;17:44
30-11;06:26;08:20;12:09;13:37;15:56;17:44
01-12;06:27;08:22;12:09;13:37;15:55;17:43
02-12;06:29;08:24;12:10;13:36;15:54;17:43
03-12;06:30;08:25;12:10;13:36;15:53;17:42
04-12;06:31;08:27;12:11;13:36;15:53;17:42
05-12;06:33;08:28;12:11;13:35;15:52;17:41
06-12;06:34;08:30;12:11;13:35;15:51;17:41
07-12;06:35;08:31;12:12;13:35;15:51;17:41
08-12;06:36;08:33;12:12;13:34;15:50;17:40
09-12;06:37;08:34;12:13;13:34;15:50;17:40
10-12;06:38;08:35;12:13;13:34;15:50;17:40
11-12;06:39;08:36;12:14;13:34;15:49;17:40
12-12;06:40;08:37;12:14;13:34;15:49;17:40
13-12;06:41;08:38;12:15;13:34;15:49;17:40
14-12;06:42;08:39;12:15;13:34;15:49;17:40
15-12;06:43;08:40;12:16;13:34;15:49;17:40
16-12;06:44;08:41;12:16;13:35;15:49;17:40
17-12;06:44;08:42;12:17;13:35;15:49;17:40
18-12;06:45;08:43;12:17;13:35;15:49;17:41
19-12;06:46;08:43;12:17;13:35;15:50;17:41
20-12;06:46;08:44;12:18;13:36;15:50;17:41
21-12;06:47;08:45;12:18;13:36;15:50;17:42
22-12;06:47;08:45;12:19;13:37;15:51;17:42
23-12;06:48;08:46;12:19;13:37;15:51;17:43
24-12;06:48;08:46;12:20;13:38;15:52;17:43
25-12;06:48;08:46;12:20;13:38;15:53;17:44
26-12;06:49;08:46;12:21;13:39;15:54;17:45
27-12;06:49;08:46;12:21;13:40;15:54;17:45
28-12;06:49;08:47;12:22;13:41;15:55;17:46
29-12;06:49;08:47;12:22;13:41;15:56;17:47
30-12;06:49;08:46;12:23;13:42;15:57;17:48
31-12;06:49;08:46;12:23;13:43;15:58;17:49
